,date,open,high,low,close,adjClose,volume
38,2013-09-29,170.49,170.65,168.47,168.91,138.9,504544800
39,2013-10-06,167.48,169.5,166.84,168.89,138.89,658024608
40,2013-10-13,167.42,170.32,164.53,170.26,140.01,744278120
41,2013-10-20,169.21,174.51,169.08,174.39,143.41,696972616
42,2013-10-27,174.45,176.0,173.96,175.95,144.69,500227104
43,2013-11-03,175.89,177.51,175.22,176.21,144.91,588982829
44,2013-11-10,176.69,177.64,174.76,177.29,145.8,552563422
45,2013-11-17,177.12,180.12,176.09,180.05,148.07,456702020
46,2013-11-24,180.35,180.83,177.98,180.81,148.69,497733696
47,2013-12-01,181.13,181.75,180.37,181.0,148.85,281150959
48,2013-12-08,181.09,181.43,178.35,180.94,148.8,573984369
49,2013-12-15,181.47,181.67,177.76,178.11,146.47,505064207
50,2013-12-22,178.95,181.99,177.32,181.56,150.12,754605906
51,2013-12-29,182.41,184.18,182.07,183.85,152.01,256146068
52,2014-01-05,183.87,184.69,182.48,182.89,151.21,344132596
53,2014-01-12,183.47,184.22,182.08,184.14,152.25,483464500
54,2014-01-19,183.71,184.94,181.34,183.64,151.83,533573200
55,2014-01-26,184.7,184.77,178.83,178.89,147.91,491066100
56,2014-02-02,179.06,179.81,176.88,178.18,147.32,821519600
57,2014-02-09,177.95,179.87,173.71,179.68,148.56,887744800
58,2014-02-16,179.7,184.36,179.21,184.02,152.15,501791200
59,2014-02-23,184.19,184.95,182.6,183.89,152.04,430099700
60,2014-03-02,184.28,187.15,184.2,186.29,154.03,574548900
61,2014-03-09,184.69,188.96,183.75,188.26,155.66,620701300
62,2014-03-16,187.94,188.71,184.44,184.66,152.68,587706600
63,2014-03-23,185.59,189.02,185.47,186.2,154.63,656800400
64,2014-03-30,186.82,187.34,183.9,185.49,154.04,589131145
65,2014-04-06,186.65,189.7,185.52,186.4,154.8,514528445
66,2014-04-13,185.9,187.17,181.31,181.51,150.74,693927331
67,2014-04-20,182.93,186.91,181.44,186.39,154.79,499927000
68,2014-04-27,186.44,188.4,185.87,186.29,154.71,416539239
69,2014-05-04,187.05,189.14,184.96,188.06,156.18,511868189
70,2014-05-11,187.14,189.05,186.01,187.96,156.1,445134706
71,2014-05-18,188.76,190.42,186.48,188.05,156.17,478175444
72,2014-05-25,187.69,190.48,187.07,190.35,158.08,387219306
73,2014-06-01,191.05,192.8,190.95,192.68,160.02,279426355
74,2014-06-08,192.95,195.43,191.97,195.38,162.25,356031784
75,2014-06-15,195.35,196.05,193.11,194.13,161.22,379388397
76,2014-06-22,193.89,196.6,193.66,195.94,163.5,464041440
77,2014-06-29,195.97,196.5,194.13,195.82,163.4,405396102
78,2014-07-06,195.7,198.29,195.53,198.2,165.39,266388181
79,2014-07-13,197.82,197.98,195.06,196.61,164.06,406115586
80,2014-07-20,197.61,198.26,195.43,197.71,164.98,519806350
81,2014-07-27,197.09,199.06,196.43,197.72,164.99,334607350
82,2014-08-03,197.76,198.45,191.57,192.5,160.63,626688244
83,2014-08-10,192.87,194.3,190.55,193.24,161.25,591596988
84,2014-08-17,193.97,196.65,192.94,195.72,163.32,414545000
85,2014-08-24,196.8,199.76,196.69,199.19,166.21,351220719
86,2014-08-31,200.14,200.82,199.15,200.71,167.48,283264719
87,2014-09-07,200.97,201.58,199.41,201.11,167.82,317301442
88,2014-09-14,200.92,201.21,198.56,199.13,166.16,404290177
89,2014-09-21,199.16,201.9,198.38,200.7,168.26,560507868
90,2014-09-28,200.35,200.38,196.27,197.9,165.91,598069347
91,2014-10-05,196.2,198.3,192.35,196.52,164.75,683066264
92,2014-10-12,197.34,197.6,190.49,190.54,159.74,871767286
93,2014-10-19,190.46,191.15,181.92,188.47,158.0,1312517490
94,2014-10-26,188.13,196.49,188.07,196.43,164.68,709653864
95,2014-11-02,195.73,201.82,195.03,201.66,169.06,592480417
96,2014-11-09,201.92,203.6,200.06,203.34,170.47,475415219
97,2014-11-16,203.38,204.83,203.13,204.24,171.22,376714132
98,2014-11-23,203.85,207.84,203.65,206.68,173.27,454049742
99,2014-11-30,207.17,207.87,206.8,207.2,173.71,265047033
100,2014-12-07,206.4,208.47,205.38,208.0,174.38,429769700
101,2014-12-14,207.52,208.12,200.85,200.89,168.42,754967705
102,2014-12-21,201.98,212.97,197.86,206.52,174.09,1206138248
103,2014-12-28,206.75,208.85,206.46,208.44,175.71,370776968
104,2015-01-04,208.22,208.97,204.18,205.43,173.17,404984477
105,2015-01-11,204.17,206.42,198.86,204.25,172.18,809915863
106,2015-01-18,204.41,205.48,198.55,201.63,169.97,940434017
107,2015-01-25,202.4,206.26,200.17,204.97,172.79,545806636
108,2015-02-01,204.71,205.56,198.68,199.45,168.13,765883771
109,2015-02-08,200.05,207.24,197.86,205.55,173.27,645251854
110,2015-02-15,204.77,209.84,204.14,209.78,176.84,465687395
111,2015-02-22,209.4,211.33,208.73,211.24,178.07,389980041
112,2015-03-01,210.94,212.24,210.48,210.66,177.58,400719000
113,2015-03-08,210.78,212.06,207.1,207.5,174.92,577315437
114,2015-03-15,207.74,208.79,204.4,205.83,173.51,613490341
115,2015-03-22,206.71,211.27,205.86,210.41,178.16,755050548
116,2015-03-29,210.42,211.11,204.12,205.74,174.21,581117806
117,2015-04-05,206.98,208.61,204.51,206.44,174.8,447153609
118,2015-04-12,205.37,210.09,205.21,210.04,177.85,443228291
119,2015-04-19,209.87,211.04,207.01,207.95,176.08,509113950
120,2015-04-26,209.06,211.97,208.9,211.65,179.21,406927289
121,2015-05-03,212.33,212.48,207.62,210.72,178.42,556611171
122,2015-05-10,211.23,212.02,206.76,211.62,179.19,563435875
123,2015-05-17,211.57,212.61,208.62,212.44,179.88,462547749
124,2015-05-24,212.24,213.78,212.16,212.99,180.35,345719940
125,2015-05-31,212.4,212.98,210.2,211.14,178.78,417416811
126,2015-06-07,211.94,212.67,208.98,209.77,177.62,546278241
127,2015-06-14,209.64,212.09,207.69,210.01,177.82,537908177
128,2015-06-21,208.64,213.34,207.79,210.81,179.37,632747711
129,2015-06-28,211.91,212.59,209.16,209.82,178.53,432762385
130,2015-07-05,208.05,209.83,205.28,207.31,176.39,625900038
131,2015-07-12,205.77,208.17,204.11,207.48,176.54,729385756
132,2015-07-19,208.99,212.55,208.94,212.48,180.79,481406441
133,2015-07-26,212.75,213.18,207.6,208.0,176.98,445343917
134,2015-08-02,206.94,211.45,206.26,210.5,179.11,556268545
135,2015-08-09,210.46,211.31,206.87,207.95,176.94,515462171
136,2015-08-16,209.28,210.67,205.36,209.42,178.19,540645628
137,2015-08-23,208.71,210.68,197.52,197.63,168.16,864627743
138,2015-08-30,187.49,199.84,182.4,199.28,169.56,1650892740
139,2015-09-06,198.11,199.13,190.73,192.59,163.87,938737383
140,2015-09-13,195.94,199.47,194.25,196.74,167.4,543675786
141,2015-09-20,196.95,202.89,194.96,195.45,167.17,792543920
142,2015-09-27,196.44,197.68,190.56,192.85,164.94,666841369
143,2015-10-04,191.78,195.03,186.93,195.0,166.78,843095886
144,2015-10-11,196.46,201.9,196.33,201.33,172.19,621027143
145,2015-10-18,201.42,203.29,198.94,203.27,173.85,492262818
146,2015-10-25,202.5,207.95,201.65,207.51,177.48,576364496
147,2015-11-01,207.3,209.44,205.79,207.93,177.84,504447967
148,2015-11-08,208.32,211.66,208.17,210.04,179.64,466621655
149,2015-11-15,209.31,209.49,202.44,202.54,173.23,549621602
150,2015-11-22,202.32,210.12,202.18,209.31,179.02,542343538
151,2015-11-29,209.38,209.98,207.41,209.56,179.23,253103500
152,2015-12-06,209.75,211.0,204.75,209.62,179.28,678260518
153,2015-12-13,209.23,209.73,201.51,201.88,172.66,695103253
154,2015-12-20,202.07,208.48,199.83,200.02,172.09,957957843
155,2015-12-27,201.41,206.33,200.09,205.68,176.96,369649924
156,2016-01-03,204.86,207.79,203.87,203.87,175.4,336736239
157,2016-01-10,200.49,201.9,191.58,191.92,165.13,908565315
158,2016-01-17,193.01,194.86,185.52,187.81,161.59,1147082782
159,2016-01-24,189.96,190.76,181.02,190.52,163.92,845884781
160,2016-01-31,189.92,193.88,187.06,193.72,166.67,811418343
161,2016-02-07,192.53,194.58,187.1,187.95,161.71,844001542
162,2016-02-14,185.77,188.34,181.09,186.63,160.57,870945236
163,2016-02-21,188.77,193.32,187.63,192.0,165.19,473396200
164,2016-02-28,193.87,196.68,189.32,195.09,167.85,606469817
165,2016-03-06,195.11,201.35,193.33,200.43,172.44,594598603
166,2016-03-13,199.34,202.81,197.38,202.76,174.45,613798341
167,2016-03-20,202.16,205.23,201.05,204.38,176.75,568735209
168,2016-03-27,204.07,205.23,201.74,203.12,175.66,335812039
169,2016-04-03,203.61,207.14,202.4,206.92,178.95,450704020
170,2016-04-10,206.83,207.07,203.09,204.5,176.85,463898637
171,2016-04-17,205.25,208.6,203.7,207.78,179.69,436419048
172,2016-04-24,207.14,210.92,207.0,208.97,180.72,436894179
173,2016-05-01,208.26,209.81,205.03,206.33,178.44,459000474
174,2016-05-08,206.92,208.18,203.88,205.72,177.91,417788193
175,2016-05-15,205.57,208.54,204.38,204.76,177.08,419635067
176,2016-05-22,204.96,207.34,202.78,205.49,177.71,536326061
177,2016-05-29,205.51,210.25,204.99,210.24,181.82,350933847
178,2016-06-05,210.56,210.93,208.86,210.28,181.85,344617490
179,2016-06-12,210.7,212.52,209.43,210.07,181.67,379648865
180,2016-06-19,209.36,210.37,205.59,206.52,179.53,618523848
181,2016-06-26,208.82,210.87,202.72,203.13,176.58,686987603
182,2016-07-03,201.59,210.49,198.65,209.92,182.49,816776955
183,2016-07-10,208.95,212.94,207.06,212.65,184.86,425390040
184,2016-07-17,213.19,217.01,212.95,215.83,187.62,460619996
185,2016-07-24,215.97,217.37,215.63,217.24,188.85,301795956
186,2016-07-31,217.0,217.54,215.62,217.12,188.74,354592701
187,2016-08-07,217.19,218.23,214.25,218.18,189.67,338078282
188,2016-08-14,218.4,218.94,217.23,218.46,189.91,282917172
189,2016-08-21,218.89,219.5,217.02,218.54,189.98,306593764
190,2016-08-28,218.26,219.6,216.25,217.29,188.89,378228097
191,2016-09-04,217.44,218.87,216.03,218.37,189.83,391024350
192,2016-09-11,218.7,219.22,213.25,213.28,185.41,428949000
193,2016-09-18,212.39,216.81,212.31,213.37,186.42,786097775
194,2016-09-25,214.13,217.53,213.03,215.99,188.71,410509859
195,2016-10-02,215.02,217.12,213.62,216.3,188.98,501006678
196,2016-10-09,215.82,216.3,213.99,215.04,187.88,428991900
197,2016-10-16,216.16,216.7,211.21,213.12,186.2,450791777
198,2016-10-23,213.09,214.64,212.17,213.98,186.95,364393554
199,2016-10-30,215.0,215.32,211.71,212.54,185.7,420237842
200,2016-11-06,212.93,213.19,208.38,208.55,182.21,485446577
201,2016-11-13,211.45,218.31,211.3,216.42,189.09,747662083
202,2016-11-20,217.03,219.27,215.72,218.5,190.9,407913300
203,2016-11-27,219.17,221.56,219.0,221.52,193.54,234324175
204,2016-12-04,221.16,221.82,219.15,219.68,191.93,413631858
205,2016-12-11,220.65,226.53,220.42,226.51,197.9,426173521
206,2016-12-18,226.4,228.34,224.67,225.04,197.78,636388237
207,2016-12-25,225.25,226.57,224.92,225.71,198.36,341005918
208,2017-01-01,226.02,226.73,222.73,223.53,196.45,264461942
209,2017-01-08,225.04,227.75,223.88,227.21,199.68,320049889
210,2017-01-15,226.91,227.45,224.96,227.05,199.54,320192755
211,2017-01-22,226.31,227.31,225.41,226.74,199.27,311811539
212,2017-01-29,226.35,229.71,225.27,228.97,201.23,374736494
213,2017-02-05,228.17,229.55,226.32,229.34,201.56,384956605
214,2017-02-12,228.87,231.77,228.31,231.51,203.46,299258671
215,2017-02-19,232.08,235.16,232.05,235.09,206.61,375003467
216,2017-02-26,235.52,236.9,235.41,236.74,208.06,308058814
217,2017-03-05,236.64,240.32,236.02,238.42,209.54,454855878
218,2017-03-12,237.5,238.12,235.74,237.69,208.89,371339688
219,2017-03-19,237.62,239.44,236.19,237.03,209.22,380565535
220,2017-03-26,237.03,237.61,232.96,233.86,206.42,494830704
221,2017-04-02,231.93,236.52,231.61,235.74,208.08,373359815
222,2017-04-09,235.8,237.39,233.91,235.2,207.6,394361415
223,2017-04-16,235.36,236.26,232.51,232.51,205.23,330405438
224,2017-04-23,233.11,235.85,232.88,234.59,207.07,423293168
225,2017-04-30,237.18,239.53,236.61,238.08,210.15,401553871
226,2017-05-07,238.68,239.72,237.7,239.7,211.58,320860016
227,2017-05-14,239.75,240.19,238.13,238.98,210.94,270313806
228,2017-05-21,239.47,240.67,235.43,238.31,210.35,507393944
229,2017-05-28,238.9,242.08,238.82,241.71,213.35,269235006
230,2017-06-04,241.34,244.35,240.64,244.17,215.52,284626068
231,2017-06-11,243.97,245.01,241.95,243.41,214.85,347425666
232,2017-06-18,243.13,244.87,241.63,242.64,215.22,375795413
233,2017-06-25,243.59,244.73,242.41,243.13,215.65,289142703
234,2017-07-02,243.9,244.38,239.96,241.8,214.47,402761219
235,2017-07-09,242.88,243.38,240.34,242.11,214.75,217669023
236,2017-07-16,241.95,245.97,240.85,245.56,217.81,246362656
237,2017-07-23,245.47,247.42,244.67,246.88,218.98,263154936
238,2017-07-30,246.79,248.0,245.68,246.91,219.0,269968322
239,2017-08-06,247.37,247.79,246.37,247.41,219.45,269148155
240,2017-08-13,247.49,248.91,243.7,244.12,216.53,351696487
241,2017-08-20,245.59,247.57,242.2,242.71,215.28,450488609
242,2017-08-27,242.64,245.62,241.83,244.56,216.92,294001286
243,2017-09-03,245.17,248.33,242.93,247.84,219.83,319543026
244,2017-09-10,247.26,247.52,244.95,246.58,218.71,271183255
245,2017-09-17,248.04,250.32,248.02,249.19,222.12,378367626
246,2017-09-24,249.61,250.19,248.92,249.44,222.35,252342918
247,2017-10-01,249.15,251.32,248.08,251.23,223.94,322504669
248,2017-10-08,251.49,254.7,251.29,254.37,226.74,325955619
249,2017-10-15,254.63,255.27,253.65,254.95,227.26,228415567
250,2017-10-22,255.21,257.14,254.35,257.11,229.18,262051205
251,2017-10-29,257.48,257.89,254.0,257.71,229.72,389927060
252,2017-11-05,257.07,258.5,256.19,258.45,230.38,284832501
253,2017-11-12,258.3,259.35,256.36,258.09,230.06,312694600
254,2017-11-19,257.31,259.04,255.63,257.86,229.85,335889233
255,2017-11-26,258.14,260.48,257.86,260.36,232.08,190142214
256,2017-12-03,260.41,266.05,260.0,264.46,235.73,521044045
257,2017-12-10,266.31,266.8,262.71,265.51,236.67,401716244
258,2017-12-17,265.58,267.56,265.39,266.51,238.78,516455742
259,2017-12-24,268.1,268.6,266.69,267.51,239.67,388563711
260,2017-12-31,267.05,268.55,266.64,266.86,239.09,244118996
261,2018-01-07,267.84,273.56,267.4,273.42,244.97,340886573
262,2018-01-14,273.31,278.11,272.92,277.92,249.0,337325118
263,2018-01-21,279.35,280.41,276.18,280.41,251.23,461462048
264,2018-01-28,280.17,286.63,280.11,286.58,256.76,515553657
265,2018-02-04,285.93,286.43,275.41,275.45,246.79,604140187
266,2018-02-11,273.45,275.85,252.92,261.5,234.29,1347099535
267,2018-02-18,263.83,275.32,261.66,273.11,244.69,617315775
268,2018-02-25,272.03,274.72,269.64,274.71,246.12,388531168
269,2018-03-04,275.93,278.92,264.82,269.08,241.08,623436723
270,2018-03-11,267.73,278.87,267.61,278.87,249.85,444110637
271,2018-03-18,279.2,280.41,274.14,274.2,246.65,453565575
272,2018-03-25,273.35,273.38,257.83,258.05,232.12,579996058
273,2018-04-01,262.13,266.77,258.58,263.15,236.71,542594643
274,2018-04-08,262.55,266.64,254.67,259.72,233.62,692132409
275,2018-04-15,261.37,267.54,259.94,265.15,238.51,456126611
276,2018-04-22,267.0,271.3,265.61,266.61,239.82,363000278
277,2018-04-29,267.26,267.98,260.85,266.56,239.78,407070037
278,2018-05-06,267.26,267.89,259.05,266.02,239.29,470288267
279,2018-05-13,266.89,273.15,265.15,272.85,245.43,314405739
280,2018-05-20,273.34,274.08,270.03,271.33,244.07,316673737
281,2018-05-27,273.01,274.25,270.78,272.15,244.8,308105127
282,2018-06-03,270.31,273.94,267.76,273.6,246.11,350365408
283,2018-06-10,274.53,278.28,274.18,278.19,250.24,304368725
284,2018-06-17,278.44,279.48,275.35,277.13,250.4,407532948
285,2018-06-24,275.49,276.72,273.53,274.74,248.24,331908017
286,2018-07-01,273.44,273.87,268.49,271.28,245.12,485891128
287,2018-07-08,269.51,275.84,269.24,275.42,248.86,229161519
288,2018-07-15,276.55,279.93,276.5,279.59,252.63,287931632
289,2018-07-22,279.64,281.18,278.41,279.68,252.71,288894884
290,2018-07-29,279.45,284.37,279.06,281.42,254.28,328660139
291,2018-08-05,281.51,283.66,279.16,283.6,256.25,303528134
292,2018-08-12,283.64,286.01,282.36,283.16,255.85,237505190
293,2018-08-19,283.47,285.56,280.16,285.06,257.57,348086759
294,2018-08-26,285.57,287.67,285.06,287.51,259.78,258765133
295,2018-09-02,288.86,291.74,288.68,290.31,262.31,292871753
296,2018-09-09,289.84,290.21,286.71,287.6,259.86,269481561
297,2018-09-16,288.74,291.27,286.98,290.88,262.83,266666325
298,2018-09-23,290.82,293.94,289.03,291.99,265.02,385212841
299,2018-09-30,291.34,292.24,289.41,290.72,263.87,306860282
300,2018-10-07,292.11,293.21,286.22,287.82,261.24,391539034
301,2018-10-14,287.05,288.86,270.36,275.95,250.47,834864370
302,2018-10-21,275.55,281.15,274.3,276.25,250.74,605604710
303,2018-10-28,277.0,277.36,262.29,265.33,240.83,746211376
304,2018-11-04,268.8,275.23,259.85,271.89,246.78,668290570
305,2018-11-11,272.44,281.22,271.35,277.76,252.11,392858000
306,2018-11-18,277.19,277.46,267.01,273.73,248.45,584955618
307,2018-11-25,273.05,273.38,263.07,263.25,238.94,357454660
308,2018-12-02,265.78,276.28,265.34,275.65,250.19,463664094
309,2018-12-09,280.28,280.4,262.44,263.57,239.23,646366647
310,2018-12-16,263.37,269.0,258.62,260.47,236.42,584550854
311,2018-12-23,259.4,260.65,239.98,240.7,219.75,1022399233
312,2018-12-30,239.04,251.4,233.76,247.75,226.18,705164542
313,2019-01-06,249.56,253.11,243.67,252.39,230.42,557994134
314,2019-01-13,252.69,259.16,251.69,258.98,236.44,471340333
315,2019-01-20,256.86,266.98,256.41,266.46,243.26,457771975
316,2019-01-27,264.82,266.7,260.66,265.78,242.64,357649039
317,2019-02-03,263.39,271.2,261.79,270.06,246.55,434018358
318,2019-02-10,270.11,273.44,267.83,270.47,246.93,369916344
319,2019-02-17,271.2,277.41,270.03,277.37,253.23,385891948
320,2019-02-24,276.48,279.36,276.35,279.14,254.84,278060947
321,2019-03-03,280.73,281.31,277.48,280.42,256.01,330945249
322,2019-03-10,281.6,281.87,272.42,274.46,250.57,421329937
323,2019-03-17,275.26,282.38,275.23,281.31,257.95,374233030
324,2019-03-24,281.55,285.18,279.18,279.25,256.06,439286837
325,2019-03-31,278.87,282.84,277.64,282.48,259.03,364351193
326,2019-04-07,284.7,288.63,284.4,288.57,264.61,293550781
327,2019-04-14,288.1,290.47,286.7,290.16,266.07,297131051
328,2019-04-21,290.24,291.43,288.66,290.02,265.94,228726713
329,2019-04-28,289.17,293.49,289.07,293.41,269.05,251487010
330,2019-05-05,293.51,294.95,289.52,294.03,269.62,331555628
331,2019-05-12,289.25,293.31,282.3,288.1,264.18,559396712
332,2019-05-19,282.42,289.21,279.93,285.84,262.11,455352831
333,2019-05-26,284.06,286.93,280.57,282.78,259.3,313209157
334,2019-06-02,283.09,284.15,275.24,275.27,252.42,324388927
335,2019-06-09,275.31,288.85,273.09,287.65,263.77,388532217
336,2019-06-16,289.37,291.4,287.82,289.26,265.24,267806653
337,2019-06-23,289.52,296.31,289.18,294.0,270.9,403194449
338,2019-06-30,294.23,294.58,290.35,293.0,269.98,280902500
339,2019-07-07,296.68,298.82,294.33,298.46,275.01,233188244
340,2019-07-14,297.01,300.73,295.48,300.65,277.03,236782549
341,2019-07-21,301.13,301.13,296.7,297.17,273.82,241363593
342,2019-07-28,297.61,302.23,297.04,302.01,278.28,236036809
343,2019-08-04,301.88,301.93,290.9,292.62,269.63,447617045
344,2019-08-11,288.09,293.62,281.72,291.62,268.71,621473353
345,2019-08-18,289.96,294.15,282.39,288.85,266.16,483697835
346,2019-08-25,292.19,293.93,283.47,284.85,262.47,356073778
347,2019-09-01,287.27,294.24,285.25,292.45,269.47,321696613
348,2019-09-08,290.57,298.83,289.27,298.05,274.63,249197390
349,2019-09-15,299.14,302.46,295.97,301.09,277.43,313042084
350,2019-09-22,299.84,302.63,297.41,298.28,276.11,350842912
351,2019-09-29,297.55,299.84,293.69,295.4,273.45,361846437
352,2019-10-06,295.97,298.46,284.82,294.35,272.48,419594635
353,2019-10-13,293.47,298.74,288.49,296.28,274.26,386423911
354,2019-10-20,295.93,300.24,295.57,297.97,275.83,250065533
355,2019-10-27,299.42,302.2,298.5,301.6,279.19,204641639
356,2019-11-03,302.94,306.19,301.73,306.14,283.39,276271164
357,2019-11-10,307.85,309.65,306.06,308.94,285.98,253469006
358,2019-11-17,307.42,311.84,307.27,311.79,288.62,251586617
359,2019-11-24,311.53,312.69,309.06,310.96,287.85,296467002
360,2019-12-01,311.98,315.48,311.98,314.31,290.95,167876548
361,2019-12-08,314.59,315.31,307.13,314.87,291.47,290211574
362,2019-12-15,314.44,318.67,312.81,317.32,293.74,319667219
363,2019-12-22,319.22,321.97,319.17,320.73,298.35,426894491
364,2019-12-29,321.59,323.8,320.9,322.86,300.34,146864656
365,2020-01-05,322.95,324.89,320.15,322.41,299.92,243927127
366,2020-01-12,320.49,327.46,320.36,325.71,302.99,268677902
367,2020-01-19,326.39,332.18,325.92,331.95,308.79,332251339
368,2020-01-26,330.9,332.95,327.36,328.77,305.83,266239897
369,2020-02-02,323.03,328.63,320.73,321.73,299.28,391274833
370,2020-02-09,323.35,334.19,323.22,332.2,309.02,312265782
371,2020-02-16,331.23,338.12,331.19,337.6,314.05,260011371
372,2020-02-23,336.51,339.08,332.58,333.48,310.22,294108834
373,2020-03-01,323.14,325.85,285.54,296.26,275.59,1244892948
374,2020-03-08,298.21,313.84,290.23,297.46,276.71,1130490232
375,2020-03-15,275.3,288.52,247.68,269.32,250.53,1564064813
376,2020-03-22,241.18,256.9,228.02,228.8,214.09,1523388500
377,2020-03-29,228.19,262.8,218.26,253.42,237.13,1342924033
378,2020-04-05,255.7,263.33,243.9,248.19,232.23,869026853
379,2020-04-12,257.84,281.2,248.17,278.2,260.31,733545643
380,2020-04-19,277.14,287.3,271.41,286.64,268.21,649540799
381,2020-04-26,282.61,286.79,272.02,282.97,264.78,510010584
382,2020-05-03,285.12,294.88,281.52,282.79,264.61,550007808
383,2020-05-10,280.74,292.95,279.13,292.44,273.64,385948319
384,2020-05-17,290.34,294.24,276.37,286.28,267.87,553230331
385,2020-05-24,293.05,297.87,291.95,295.44,276.44,443623370
386,2020-05-31,301.93,306.84,296.87,304.32,284.75,403802400
387,2020-06-07,303.62,321.27,303.06,319.34,298.81,449933736
388,2020-06-14,320.22,323.41,298.6,304.21,284.65,650043745
389,2020-06-21,298.02,315.64,296.74,308.64,290.07,573187494
390,2020-06-28,307.99,314.5,299.42,300.05,281.99,493363163
391,2020-07-05,301.41,315.7,298.93,312.23,293.44,334908859
392,2020-07-12,316.37,317.88,310.68,317.59,298.48,340167028
393,2020-07-19,320.13,323.04,312.0,321.72,302.36,401248455
394,2020-07-26,321.43,327.23,319.25,320.88,301.57,321105282
395,2020-08-02,321.63,326.63,319.64,326.52,306.87,301314669
396,2020-08-09,328.32,334.88,327.73,334.57,314.44,238849949
397,2020-08-16,335.06,338.28,332.01,336.84,316.57,256785874
398,2020-08-23,337.94,339.72,335.22,339.48,319.05,239583606
399,2020-08-30,342.12,350.72,339.45,350.58,329.48,244465419
400,2020-09-06,350.35,358.75,334.87,342.57,321.96,477805989
401,2020-09-13,336.71,342.64,331.0,334.06,313.96,381177370
402,2020-09-20,337.49,343.06,327.97,330.65,312.0,398139137
403,2020-09-27,325.7,331.2,319.8,328.73,310.18,403925934
404,2020-10-04,333.22,338.74,331.19,333.84,315.01,398327201
405,2020-10-11,336.06,347.35,334.38,346.85,327.28,297612714
406,2020-10-18,349.59,354.02,343.13,347.29,327.7,361462395
407,2020-10-25,348.65,349.33,340.65,345.78,326.27,296595714
408,2020-11-01,342.13,342.98,322.6,326.54,308.12,495607802
409,2020-11-08,330.2,352.19,327.24,350.16,330.41,463334949
410,2020-11-15,363.97,364.38,350.51,358.1,337.9,447583265
411,2020-11-22,360.98,362.78,354.15,355.33,335.28,341601694
412,2020-11-29,357.28,364.18,354.87,363.67,343.15,199491508
413,2020-12-06,362.83,369.85,359.17,369.85,348.99,317936578
414,2020-12-13,369.02,371.05,363.26,366.3,345.64,280935526
415,2020-12-20,368.64,372.46,364.47,369.18,349.84,392369644
416,2020-12-27,364.97,378.46,362.03,369.0,349.67,217434509
417,2021-01-03,371.74,374.66,370.83,373.88,354.29,220656904
418,2021-01-10,375.31,381.49,364.82,381.26,361.29,425078759
419,2021-01-17,377.85,381.13,373.7,375.7,356.02,306177167
420,2021-01-24,378.34,384.95,376.75,382.88,362.82,213885709
421,2021-01-31,383.67,385.85,368.27,370.07,350.68,457381625
